time,pc,cluster_size,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,signal_power,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,bs_0_n_ants,bs_0_conn_mode,bs_0_sleep_mode,bs_1_n_ants,bs_1_conn_mode,bs_1_sleep_mode,bs_2_n_ants,bs_2_conn_mode,bs_2_sleep_mode,bs_3_n_ants,bs_3_conn_mode,bs_3_sleep_mode,bs_4_n_ants,bs_4_conn_mode,bs_4_sleep_mode,bs_5_n_ants,bs_5_conn_mode,bs_5_sleep_mode,bs_6_n_ants,bs_6_conn_mode,bs_6_sleep_mode,bs_7_n_ants,bs_7_conn_mode,bs_7_sleep_mode,bs_8_n_ants,bs_8_conn_mode,bs_8_sleep_mode,bs_9_n_ants,bs_9_conn_mode,bs_9_sleep_mode,bs_10_n_ants,bs_10_conn_mode,bs_10_sleep_mode,bs_11_n_ants,bs_11_conn_mode,bs_11_sleep_mode,bs_12_n_ants,bs_12_conn_mode,bs_12_sleep_mode,bs_13_n_ants,bs_13_conn_mode,bs_13_sleep_mode,bs_14_n_ants,bs_14_conn_mode,bs_14_sleep_mode,bs_15_n_ants,bs_15_conn_mode,bs_15_sleep_mode,bs_16_n_ants,bs_16_conn_mode,bs_16_sleep_mode,bs_17_n_ants,bs_17_conn_mode,bs_17_sleep_mode,bs_18_n_ants,bs_18_conn_mode,bs_18_sleep_mode,bs_19_n_ants,bs_19_conn_mode,bs_19_sleep_mode,bs_20_n_ants,bs_20_conn_mode,bs_20_sleep_mode,bs_21_n_ants,bs_21_conn_mode,bs_21_sleep_mode,bs_22_n_ants,bs_22_conn_mode,bs_22_sleep_mode,bs_23_n_ants,bs_23_conn_mode,bs_23_sleep_mode,bs_24_n_ants,bs_24_conn_mode,bs_24_sleep_mode,reward,pc_kw,se,qos_reward,drop_ratio
"Fri, 14:42",1142.2986477090233,20,592.6168743976838,19.450740149221794,779.9999999999995,0,0,7,2.355569217386479e-10,3.618843533778699e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,0,16,1,0,16,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.38773268011492545,1.1422986477090233,8.04265758111142,0.18341664373958622,0.0
"Fri, 14:43",956.8350806597196,20,199.47718694743492,45.50154597673483,779.9999999999995,0,0,7,2.8166835119392875e-11,8.94414638263689e-15,6.4,16.0,4,21,0,0,16,1,0,16,-1,1,16,1,0,16,-1,1,16,1,0,16,0,1,16,1,0,16,-1,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.294512804697203,0.9568350806597196,2.7071903942866165,0.1839047356326568,0.0
"Fri, 14:44",1157.0881261786628,20,756.2176951174284,31.694798048910314,779.9999999999995,0,0,8,3.530590309061648e-10,3.1668732196978564e-13,38.40000000000001,16.0,24,1,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3983622612876771,1.157088126178663,8.980085129519463,0.18018180180165438,0.0
"Fri, 14:45",958.7007821978555,20,186.81313128022472,38.852819168597684,779.9999999999995,0,0,6,5.027415071218583e-10,7.413248389682915e-15,4.800000000000001,16.0,3,22,0,0,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.2991837469530916,0.9587007821978555,3.0002823752780494,0.18016664414583616,0.0
"Fri, 14:46",1123.5486970650118,20,1049.8004204356719,27.407683918239872,779.9999999999995,0,0,11,1.1409828489498467e-09,3.5782592257843943e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.38120294575699193,1.1235486970650117,9.066458176489894,0.18057140277551392,0.0
"Fri, 14:47",972.9469379098709,20,154.34146032006538,43.36132664696971,779.9999999999995,0,0,7,1.0360438008840867e-12,7.205538476865267e-15,8.0,16.0,5,20,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,0,16,1,0,-0.3021098493516282,0.972946937909871,2.094634104343744,0.1843636196033073,0.0
"Fri, 14:48",1133.4735388273405,20,783.1578179102718,27.686001067847975,779.9999999999995,0,0,9,5.336283076247351e-10,4.243083458195646e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3948479091729248,1.1334735388273405,8.266665855719534,0.17188886024074548,0.0
"Fri, 14:49",931.436204120719,20,327.90318225947476,107.88877968062245,779.9999999999995,0,0,14,4.481837473040068e-10,1.9524921289505372e-14,6.4,15.84,4,21,0,0,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,1,0,14,-1,1,14,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,0,-0.2804588633854601,0.931436204120719,2.225057308189293,0.1852592386748994,0.0
"Fri, 14:50",1303.2089226292364,20,1076.6400714395957,47.11839591182552,779.9999999999995,0,0,17,3.2855822669332697e-10,3.303173377877329e-12,39.600000000000016,15.84,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.4778711453546165,1.3032089226292365,6.016518046280094,0.17373331596000174,0.0
"Fri, 14:51",1101.4789570851474,20,259.0148116088006,58.00507278189822,779.9999999999995,0,0,11,2.2304963610643297e-11,4.972744618857005e-14,7.800000000000001,15.76,5,20,0,0,16,1,0,16,-1,1,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,14,0,1,14,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,14,1,0,16,0,1,16,0,1,16,0,1,16,0,1,-0.3712100773384208,1.1014789570851473,2.236946100257823,0.17952940120415287,0.0
"Fri, 14:52",1213.9213307598775,20,970.5346019499609,62.596726957614585,794.9999999999995,0,0,12,9.408886165916266e-10,2.2579847133648136e-12,39.80000000000002,15.92,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.42568795458654884,1.2139213307598775,7.6833989321038585,0.1812727107933899,0.0
"Fri, 14:53",1099.75058620493,20,201.83719271373852,29.83728978746331,749.9999999999997,0,0,7,3.0098476118459097e-10,1.2882635830705511e-11,38.20000000000002,15.84,24,1,0,0,16,1,0,16,0,0,16,0,0,16,0,0,16,1,0,16,0,0,16,0,0,14,0,0,14,-1,1,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,-0.3713298547884139,1.09975058620493,2.7392190439721666,0.17854543831405106,0.0
"Fri, 14:54",963.6917989099225,20,707.2137588381246,44.352346778761245,719.9999999999995,0,0,10,3.301195622982142e-10,1.9846240748263065e-13,22.400000000000002,16.0,14,10,1,0,16,1,0,16,-1,1,16,1,0,16,-1,2,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3033697344753658,0.9636917989099225,6.718530708962184,0.17847616497959545,0.0
"Fri, 14:55",1100.7521268723217,20,587.9220943708925,17.04297463462234,629.9999999999997,0,0,7,2.058422433704058e-09,7.327332633916286e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,1,0,16,0,0,16,0,0,16,1,0,16,1,0,16,1,0,16,0,0,16,0,0,16,1,0,16,1,0,16,1,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,-0.3730427498065291,1.1007521268723217,8.173912950139593,0.1773333136296318,0.0
"Fri, 14:56",983.4052056031844,20,580.6084669600654,57.97927906356637,674.9999999999997,0,0,11,1.9681154416996773e-10,3.5861838446577606e-14,17.599999999999998,16.0,11,14,0,0,16,1,0,16,0,1,16,1,0,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,-1,1,16,0,1,16,1,0,16,0,0,16,0,1,-0.3062740578628129,0.9834052056031845,5.0143458510187475,0.1854285449387793,0.0
"Fri, 14:57",1143.76770105315,20,680.496268302244,28.577527358884648,674.9999999999997,0,0,8,4.646959249777534e-10,6.127798635490967e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,1,0,16,0,0,16,0,0,16,1,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.39075053530657317,1.14376770105315,8.080893186089147,0.1811333152200018,0.0
"Fri, 14:58",1034.8588221721348,20,108.58654771943431,87.2332167263948,674.9999999999997,0,0,9,5.286079549518254e-12,9.97326789613677e-15,11.2,16.0,7,18,0,0,16,1,0,16,-1,1,16,1,0,16,0,1,16,1,0,16,1,0,16,0,1,16,-1,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.33556276260606555,1.0348588221721349,1.3191200107681844,0.18186664848000186,0.0
"Fri, 14:59",1048.7918755691321,20,825.6946805643146,40.28828259644007,674.9999999999997,0,0,10,6.076020662058538e-10,5.12103913761839e-13,36.80000000000001,16.0,23,2,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3458404119882649,1.0487918755691321,7.844099465360989,0.1785555257963012,0.0
"Fri, 15:00",1032.443164911866,20,415.3520663367274,38.786719563429536,674.9999999999997,0,0,9,1.8781045929099127e-10,4.0489507972410603e-13,15.999999999999998,16.0,10,15,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,0,16,0,0,16,0,0,16,0,1,16,0,1,16,0,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,0,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,-0.34549432524932,1.032443164911866,4.402072994518292,0.17072725720661294,0.0
"Fri, 15:01",1132.3470147235748,20,827.0703182755875,32.17613594573425,674.9999999999997,0,0,9,1.301982192115655e-09,8.811240727254372e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3815809352794806,1.1323470147235748,8.730186692908978,0.18459257208230678,0.0
"Fri, 15:02",996.4902231362724,20,203.54708998788544,43.36716749664966,674.9999999999997,0,0,7,1.7461688492052373e-12,9.001271899408557e-15,8.0,16.0,5,20,0,0,16,1,0,16,0,1,16,0,1,16,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.31646735398788706,0.9964902231362724,2.762424792692731,0.18177775758024917,0.0
"Fri, 15:03",1120.226747680083,20,875.1938372412831,30.81053148683709,674.9999999999997,0,0,9,9.40291931152592e-10,3.966775903481382e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.38049435188085423,1.1202267476800831,9.238157170880209,0.17961902195918733,0.0
"Fri, 15:04",997.9452140446609,20,347.9990125304318,58.59225449379402,674.9999999999997,0,0,10,1.824593881249318e-10,1.9607540439339568e-14,8.0,15.92,5,20,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,14,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,1,0,16,1,0,-0.31504670153261627,0.997945214044661,3.3059906190391017,0.18392590548971421,0.0
"Fri, 15:05",1152.197792694339,20,550.2498120613009,13.699358374744687,674.9999999999997,0,0,6,1.0980953740364274e-09,1.2495207298139994e-12,39.80000000000002,15.92,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3978989141671677,1.152197792694339,8.712288690970599,0.1781999821800018,0.0
"Fri, 15:06",893.9802180659187,20,214.98459462760437,54.51035331494639,674.9999999999997,0,0,8,1.2137130838116996e-11,1.3589536941572258e-14,6.4,15.84,4,21,0,0,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,0,1,14,-1,1,14,-1,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,-0.265990139199621,0.8939802180659188,2.5529420612028018,0.18099996983333835,0.0
"Fri, 15:07",1145.383662930312,20,900.7802890950319,29.2121436503161,674.9999999999997,0,0,9,2.476935222764401e-09,8.887834741557242e-13,39.600000000000016,15.84,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.40039555431289053,1.145383662930312,9.508236384892001,0.17229627715226548,0.0
"Fri, 15:08",937.3152667729876,20,108.88985416131803,16.915629402542923,539.9999999999998,0,0,3,2.5474250960627412e-12,8.701179430625004e-15,6.4,16.0,4,21,0,0,16,1,0,16,-1,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,-0.28362061690912527,0.9373152667729876,3.448178715108405,0.18503701647736853,0.0
"Fri, 15:09",1076.48942253032,20,235.9690466627557,2.511418670917009,509.9999999999997,0,0,2,1.7222195804727123e-09,7.08374803307234e-14,39.80000000000001,15.92,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,-0.35357808153181935,1.07648942253032,11.208529716480896,0.18466662973334072,0.0
"Fri, 15:10",740.8444398388949,20,189.81097272482032,56.00458199036168,524.9999999999998,0,0,10,6.751119922267714e-12,1.0558002958931095e-14,6.4,15.6,4,21,0,0,16,1,0,16,-1,1,16,-1,1,16,-1,1,16,1,0,16,0,1,16,-1,1,16,-1,1,16,0,1,16,-1,1,16,0,1,14,0,1,16,0,1,16,0,1,16,-1,1,14,0,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,1,0,14,0,1,16,-1,1,12,0,1,16,1,0,-0.18331117117868595,0.7408444398388949,1.803204240885793,0.1871110487407615,0.0
"Fri, 15:11",1141.529205129419,20,715.1710224029938,19.931373337839517,539.9999999999998,0,0,7,6.990425991788891e-10,2.762587760900852e-13,39.00000000000001,15.6,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,12,1,0,16,1,0,-0.3879646208447077,1.141529205129419,9.705892446897773,0.18279998172000184,0.0
"Fri, 15:12",964.6126283915609,20,155.5664326030584,48.97852319414841,509.9999999999997,0,0,9,1.4396891271371233e-12,4.427502031377585e-15,4.800000000000001,15.92,3,22,0,0,16,1,0,16,-1,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,14,0,1,16,1,0,-0.29363967448149086,0.9646126283915609,1.6420901219211719,0.1886666397142896,0.0
"Fri, 15:13",1248.9594522224045,20,1118.2570412821801,30.090503173192875,509.9999999999997,0,0,14,1.3316371385007155e-09,1.9357864404887612e-12,39.80000000000001,15.92,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,-0.44581308177786616,1.2489594522224046,7.588172780129079,0.17866664433333612,0.0
"Fri, 15:14",1071.7486205270332,20,264.4250292642598,42.94600142845796,509.9999999999997,0,0,7,1.2811402005137524e-10,8.537006892130057e-15,4.800000000000001,16.0,3,22,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,-0.353969561351951,1.0717486205270332,3.5886253971578106,0.1819047489115656,0.0
"Fri, 15:15",1202.935074919738,20,944.2442010933602,35.54742145864013,509.9999999999997,0,0,12,5.22030431602958e-10,6.932121455337392e-12,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.42160088877986723,1.202935074919738,7.4752665919891035,0.1798666486800018,0.0
"Fri, 15:16",1106.0251226932826,20,208.05565618837244,75.30154200024427,509.9999999999997,0,0,11,9.791356412522292e-11,5.02111894166203e-13,33.60000000000001,16.0,21,4,0,0,16,1,0,16,0,0,16,0,0,16,0,0,16,1,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,-0.3673762145863092,1.1060251226932827,1.7865011676480171,0.1856363467603321,0.0
"Fri, 15:17",1160.8131628785113,20,797.228278810285,31.95761181877235,509.9999999999997,0,0,8,7.746952062804521e-10,4.569566476438115e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.40879548462906934,1.1608131628785114,9.467085810872133,0.17161109681018635,0.0
"Fri, 15:18",946.5613509003572,20,235.10055792949137,66.11823982247412,509.9999999999997,0,0,12,1.5957484956935e-10,1.0762090656518871e-14,4.800000000000001,16.0,3,22,0,0,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,-0.28661403211684233,0.9465613509003572,1.8612127502751399,0.18666664333333627,0.0
"Fri, 15:19",1196.4331431302182,20,853.1757690739818,33.992555178490186,509.9999999999997,0,0,12,2.414215301376311e-10,2.264863169555618e-12,39.80000000000001,15.92,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,-0.4176332608046896,1.1964331431302182,6.776492471496169,0.1805833107604195,0.0
"Fri, 15:20",1023.9056732936475,20,174.66942608014236,56.12183946221612,509.9999999999997,0,0,9,1.843090268685389e-12,7.969405085289774e-15,4.800000000000001,15.84,3,22,0,0,16,1,0,16,0,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,0,1,14,-1,1,14,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,-0.3318417405449707,1.0239056732936476,1.8437328308459466,0.1801110961018531,0.0
"Fri, 15:21",1173.1546520194368,20,618.1347421872791,15.848991178575256,509.9999999999997,0,0,7,4.615540237391868e-10,1.0763188439956714e-12,39.600000000000016,15.84,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.40897734376971656,1.1731546520194367,8.568781378969428,0.17759998224000179,0.0
"Fri, 15:22",961.0195169162084,20,245.35286977730834,37.13271785905558,509.9999999999997,0,0,7,4.828187899209969e-12,1.1412948628205273e-14,8.0,16.0,5,20,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,1,0,-0.29417644841643464,0.9610195169162085,3.6348508936673194,0.1863333100416696,0.0
"Fri, 15:23",1141.1072955638294,20,568.9313906497268,24.96639068506866,509.9999999999997,0,0,5,2.13550020304586e-09,3.687176973647114e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3953869957124691,1.1411072955638295,10.80969642234481,0.17516665206944565,0.0
"Fri, 15:24",930.0331859073257,20,175.68415487289252,60.22912214954683,599.9999999999997,0,0,9,4.638080990110041e-12,5.49091318023623e-15,4.800000000000001,16.0,3,22,0,0,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,-0.27861663023365535,0.9300331859073256,1.8544438569916437,0.18639996272000747,0.0
"Fri, 15:25",1208.589530730574,20,761.5364493298495,50.67147934774839,689.9999999999997,0,0,12,3.7008536359945945e-10,3.92208990497058e-12,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.43153288528365086,1.208589530730574,6.028830223861309,0.17276188008163618,0.0
"Fri, 15:26",1101.7943555481404,20,311.6072854518274,40.27310905221517,629.9999999999997,0,0,8,1.4325413053604723e-10,3.77775431174599e-13,35.20000000000001,16.0,22,3,0,0,16,1,0,16,1,0,16,0,0,16,0,0,16,1,0,16,0,1,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,1,16,0,0,16,0,0,16,0,0,16,0,0,16,1,0,16,0,1,16,0,0,16,0,0,16,1,0,-0.38023052662255363,1.1017943555481404,3.70033651474045,0.17066665115151658,0.0
"Fri, 15:27",1122.3568251298946,20,512.8082265896993,17.228098921603227,659.9999999999997,0,0,5,1.2333315873420908e-09,3.0947087548166675e-13,38.20000000000001,15.92,24,1,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,-0.3780117611621682,1.1223568251298945,9.743356305204287,0.18316665140277905,0.0
