time,pc,cluster_size,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,signal_power,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,bs_0_n_ants,bs_0_conn_mode,bs_0_sleep_mode,bs_1_n_ants,bs_1_conn_mode,bs_1_sleep_mode,bs_2_n_ants,bs_2_conn_mode,bs_2_sleep_mode,bs_3_n_ants,bs_3_conn_mode,bs_3_sleep_mode,bs_4_n_ants,bs_4_conn_mode,bs_4_sleep_mode,bs_5_n_ants,bs_5_conn_mode,bs_5_sleep_mode,bs_6_n_ants,bs_6_conn_mode,bs_6_sleep_mode,bs_7_n_ants,bs_7_conn_mode,bs_7_sleep_mode,bs_8_n_ants,bs_8_conn_mode,bs_8_sleep_mode,bs_9_n_ants,bs_9_conn_mode,bs_9_sleep_mode,bs_10_n_ants,bs_10_conn_mode,bs_10_sleep_mode,bs_11_n_ants,bs_11_conn_mode,bs_11_sleep_mode,bs_12_n_ants,bs_12_conn_mode,bs_12_sleep_mode,bs_13_n_ants,bs_13_conn_mode,bs_13_sleep_mode,bs_14_n_ants,bs_14_conn_mode,bs_14_sleep_mode,bs_15_n_ants,bs_15_conn_mode,bs_15_sleep_mode,bs_16_n_ants,bs_16_conn_mode,bs_16_sleep_mode,bs_17_n_ants,bs_17_conn_mode,bs_17_sleep_mode,bs_18_n_ants,bs_18_conn_mode,bs_18_sleep_mode,bs_19_n_ants,bs_19_conn_mode,bs_19_sleep_mode,bs_20_n_ants,bs_20_conn_mode,bs_20_sleep_mode,bs_21_n_ants,bs_21_conn_mode,bs_21_sleep_mode,bs_22_n_ants,bs_22_conn_mode,bs_22_sleep_mode,bs_23_n_ants,bs_23_conn_mode,bs_23_sleep_mode,bs_24_n_ants,bs_24_conn_mode,bs_24_sleep_mode,reward,pc_kw,se,qos_reward,drop_ratio
"Mon, 00:10",534.5567887763505,6,0.0,0.0,0.0,0,0,0,0.0,0.0,6.4,15.36,4,11,1,9,14,-1,3,16,1,1,16,-1,0,16,1,1,16,0,0,16,0,1,16,0,1,16,0,3,16,1,1,16,1,3,16,-1,3,16,1,0,16,1,1,14,-1,2,16,-1,1,16,1,1,12,-1,1,16,-1,3,12,0,3,16,1,0,14,0,1,14,0,3,16,1,1,16,0,3,16,0,3,-0.09327848138813177,0.5345567887763505,0.0,0.17399991300004347,0.0
"Mon, 00:11",419.78195209284235,6,0.0,0.0,0.0,0,0,0,0.0,0.0,1.6,15.2,1,9,1,14,14,-1,2,16,1,1,16,1,1,16,1,1,16,0,1,14,1,3,16,1,1,16,-1,3,16,-1,3,16,1,3,16,1,3,16,1,3,14,0,3,16,-1,0,16,0,3,16,1,3,14,-1,1,16,-1,3,10,0,3,16,1,1,12,-1,1,16,0,3,14,1,1,16,0,3,16,-1,3,-0.20989097604642118,0.41978195209284236,0.0,0.0,0.0
"Mon, 00:12",419.60890317895587,6,78.65463199455696,21.15309534814972,59.99999999999997,0,0,3,8.041051147058247e-12,2.6848061323545405e-14,4.0,14.72,3,5,0,17,12,0,1,16,1,1,14,-1,1,16,1,0,14,0,1,12,1,3,16,1,3,16,1,3,16,1,3,16,0,3,16,-1,3,14,1,3,16,1,3,16,-1,3,14,0,3,16,-1,3,16,-1,3,14,0,3,12,0,3,14,0,1,12,1,0,16,0,3,12,1,0,16,0,3,16,0,3,-0.03247129558930059,0.4196089031789559,2.50405585732382,0.17733315600017735,0.0
"Mon, 00:13",414.6948164238417,6,22.316868864365624,10.377632281274973,59.99999999999997,0,0,1,9.478342867415483e-13,0.0,2.4000000000000004,14.64,2,4,1,18,10,1,1,16,1,1,14,1,2,16,1,1,12,1,3,14,-1,3,16,-1,3,16,1,3,16,-1,3,14,1,3,16,1,3,14,1,3,16,1,3,16,1,3,16,1,3,16,1,3,16,-1,3,14,1,3,14,1,3,14,1,1,12,1,0,16,0,3,12,1,0,16,1,3,14,1,3,-0.03001416354520986,0.4146948164238417,2.3986167757472425,0.177333244666711,0.0
"Mon, 00:14",385.4108285530379,6,25.24859763944466,7.980330224143857,59.99999999999997,0,0,1,9.478342867415483e-13,0.0,2.4000000000000004,14.48,2,6,0,17,8,1,1,16,1,1,12,0,3,16,1,1,10,0,3,16,0,3,16,1,3,16,1,3,16,1,3,12,0,1,16,0,1,14,1,3,16,1,3,16,1,3,16,-1,3,16,1,3,16,-1,3,16,-1,3,16,1,3,12,1,1,12,0,0,16,0,3,12,1,0,16,-1,3,14,0,3,-0.19270541427651897,0.38541082855303793,2.3986167757472425,0.0,0.0
"Mon, 00:15",472.4894968429748,6,200.36973734856852,11.860988031207015,104.99999999999994,0,0,3,3.2299412750650765e-11,9.540089526240921e-15,6.6000000000000005,14.4,5,4,1,15,8,1,0,16,1,0,14,0,3,16,1,0,10,-1,3,16,1,3,16,1,3,14,1,3,14,1,3,10,1,1,16,1,1,14,0,3,16,1,3,16,1,3,16,-1,3,16,1,3,16,-1,3,16,-1,2,16,-1,1,14,1,0,12,0,1,16,0,3,12,1,0,16,-1,3,14,-1,3,-0.12291152842137411,0.4724894968429748,6.378380045878417,0.1133332200001133,0.0
"Mon, 00:16",499.38763048247614,6,60.94922549927642,6.599631164885076,119.99999999999994,0,0,1,1.4384109259637268e-11,0.0,3.2,14.88,2,9,1,13,10,1,1,16,1,1,16,1,3,16,0,1,12,1,3,14,-1,3,16,-1,3,16,-1,3,16,1,3,12,1,1,16,1,0,16,1,3,14,1,1,16,1,3,16,-1,3,16,-1,3,16,-1,3,16,1,0,16,1,1,14,0,1,12,-1,1,16,0,3,12,0,1,16,-1,2,16,-1,3,-0.07724942827825598,0.49938763048247614,5.883397903265784,0.1724443869629821,0.0
"Mon, 00:17",480.9526465306092,6,0.0,0.0,119.99999999999994,0,0,0,0.0,0.0,8.0,14.72,5,10,2,8,8,1,1,16,1,0,16,-1,3,16,1,0,12,-1,3,16,-1,0,16,-1,3,16,0,2,16,1,1,10,1,1,16,1,0,16,0,3,16,-1,1,16,-1,1,16,-1,0,16,0,3,16,1,3,14,-1,1,16,-1,1,16,1,1,12,-1,1,16,0,3,12,-1,2,14,-1,1,14,0,3,-0.08580981126514994,0.4809526465306092,0.0,0.15466651200015466,0.0
"Mon, 00:18",476.3217023581851,6,89.37618394833713,4.528203172495303,119.99999999999994,0,0,1,9.753725558112833e-11,0.0,10.6,14.4,7,6,2,10,8,-1,1,14,1,0,14,-1,3,16,1,0,12,1,3,16,1,0,16,-1,3,14,1,3,16,-1,1,10,0,3,14,0,3,16,-1,0,16,1,0,16,-1,2,16,1,2,16,0,3,14,0,3,14,1,0,16,1,1,16,1,1,12,-1,1,16,0,3,14,1,0,12,0,1,16,0,3,-0.23816085117909255,0.4763217023581851,8.490737475092027,0.0,0.0
"Mon, 00:19",499.31034356013765,6,0.0,0.0,119.99999999999994,0,0,0,0.0,0.0,3.2,14.88,2,9,4,10,10,-1,1,16,0,1,16,-1,3,16,0,1,14,1,1,16,1,1,16,0,3,16,0,3,16,1,1,12,-1,3,16,-1,3,16,1,0,14,-1,1,16,-1,2,16,0,2,16,-1,0,16,1,3,14,-1,3,16,-1,2,14,1,3,12,-1,1,16,0,3,14,-1,2,12,-1,1,16,0,3,-0.06165535977988079,0.49931034356013765,0.0,0.18799981200018803,0.0
"Mon, 00:20",407.7387738385744,6,123.73760410803789,3.8134702286347513,119.99999999999994,0,0,1,1.057686905940211e-09,0.0,4.4,14.32,3,6,1,15,8,-1,1,14,1,1,14,-1,3,16,1,1,12,1,1,16,1,1,16,-1,3,16,1,3,16,-1,3,14,1,3,16,-1,3,16,0,3,14,1,3,16,1,2,14,0,3,16,1,0,16,-1,3,12,1,3,16,1,0,12,0,3,14,0,3,16,0,3,12,1,0,12,0,1,14,0,3,-0.2038693869192872,0.4077387738385744,11.755072390263598,0.0,0.0
"Mon, 00:21",421.9271393031224,6,0.0,0.0,119.99999999999994,0,0,0,0.0,0.0,1.6,14.4,1,11,1,12,8,-1,1,12,1,1,12,-1,3,16,1,1,10,1,1,16,1,1,16,-1,3,16,-1,3,16,1,3,16,1,3,16,1,3,16,1,3,12,-1,3,16,-1,1,12,-1,3,16,0,1,16,-1,0,14,-1,3,16,-1,1,14,-1,3,16,1,3,14,0,1,14,0,1,14,-1,2,16,-1,1,-0.019630427651369825,0.42192713930312237,0.0,0.19133314200019136,0.0
"Mon, 00:22",387.1765185591302,6,62.983871913385784,6.66532251985377,119.99999999999994,0,0,1,1.548873850553445e-11,0.0,2.6,13.6,2,5,1,17,8,-1,1,10,1,0,10,-1,2,16,1,0,8,1,1,16,1,1,16,1,3,14,1,3,16,1,3,16,1,3,16,-1,3,14,1,3,14,1,3,16,1,1,10,1,3,14,1,3,16,1,1,12,-1,3,16,-1,3,16,0,3,16,0,3,12,0,3,12,1,3,12,0,3,14,0,3,-0.1935882592795651,0.3871765185591302,5.98346783177165,0.0,0.0
"Mon, 00:23",380.46660886121333,6,0.0,0.0,119.99999999999994,0,0,0,0.0,0.0,1.6,13.84,1,5,1,18,8,0,1,10,1,1,8,-1,3,16,1,1,8,1,1,14,-1,2,16,-1,0,16,-1,3,16,0,3,16,-1,3,16,1,3,16,1,3,16,-1,3,16,1,1,12,1,3,12,1,3,16,1,3,14,1,3,16,1,3,14,0,3,16,0,3,14,0,3,10,0,3,14,-1,3,16,-1,3,-0.02223347243043869,0.38046660886121336,0.0,0.167999832000168,0.0
"Mon, 00:24",324.3945548605598,6,42.45813650977402,14.258314410718098,119.99999999999994,0,1,1,1.792064765601821e-12,0.0,4.0,13.84,3,1,1,20,8,1,0,12,1,2,8,0,3,16,1,0,8,1,1,12,1,3,16,1,3,14,0,3,16,1,3,16,1,0,16,-1,3,16,0,3,16,1,3,16,1,3,10,1,3,14,-1,3,16,1,3,12,0,3,16,1,3,12,0,3,16,-1,3,16,-1,3,12,0,3,16,-1,3,16,-1,3,-0.16219727743027992,0.32439455486055985,2.016761484214266,0.0,0.0
"Mon, 00:25",378.8059103132131,6,65.53235149876592,28.464084523388447,119.99999999999994,0,2,2,1.203418489574837e-12,0.0,7.200000000000001,14.48,5,3,0,17,10,1,0,14,-1,1,8,-1,3,16,0,0,8,-1,1,14,1,3,16,1,3,16,1,3,16,0,0,14,1,0,16,1,1,16,1,3,16,-1,0,16,1,3,12,0,3,16,1,3,16,1,3,14,1,3,16,1,3,14,1,3,16,-1,3,16,0,3,14,0,3,16,-1,3,16,-1,3,-0.18940295515660655,0.3788059103132131,1.549222323867355,0.0,0.0
"Mon, 00:26",467.157177489376,6,117.43655538633801,3.6403519380773606,119.99999999999994,0,0,2,1.3556858033037652e-11,6.842716279390472e-15,7.6,14.88,5,2,2,16,12,1,0,16,1,1,8,-1,3,16,1,0,8,-1,2,16,1,3,16,1,3,16,-1,3,16,1,1,16,0,0,16,1,0,16,1,3,16,1,0,14,1,3,12,1,3,16,0,3,16,1,3,14,1,2,16,1,3,16,-1,3,16,-1,3,16,0,3,16,0,3,16,-1,3,16,-1,3,-0.06757867174464655,0.467157177489376,5.6984338802944565,0.16599991700004146,0.0
"Mon, 00:27",428.95706850382766,6,0.0,0.0,119.99999999999994,0,0,0,0.0,0.0,1.4000000000000001,15.04,1,8,1,15,14,1,1,16,1,1,10,-1,3,16,-1,1,10,-1,2,16,-1,3,16,-1,3,16,0,3,14,1,1,16,0,1,16,1,1,16,-1,3,16,1,1,14,-1,3,14,0,3,14,1,3,16,1,3,14,1,0,16,1,3,16,1,3,16,1,3,16,-1,3,16,1,1,16,-1,3,16,-1,3,-0.0534786147518736,0.42895706850382764,0.0,0.16099991950004022,0.0
"Mon, 00:28",390.04573705857814,6,124.74603560039165,6.982782838780418,89.99999999999996,0,0,2,1.5196036036579558e-11,0.0,9.4,14.56,6,4,0,15,12,1,1,14,1,1,8,-1,3,16,1,0,10,-1,1,16,0,3,16,-1,3,14,1,3,12,0,3,14,1,3,16,1,0,16,-1,0,16,-1,3,16,-1,3,16,0,0,12,0,3,14,0,3,14,1,0,16,0,3,16,-1,1,16,-1,3,16,0,3,16,1,0,16,0,3,16,-1,3,-0.19502286852928907,0.39004573705857815,5.925436691018604,0.0,0.0
"Mon, 00:29",479.01269531517875,6,13.0512451469998,15.24229966036732,119.99999999999994,0,1,1,1.5179045558990564e-13,0.0,6.199999999999999,14.48,5,7,1,12,10,1,1,12,1,1,8,1,0,16,0,1,12,1,1,16,0,3,16,-1,3,12,0,0,12,1,3,16,-1,3,16,0,1,16,1,2,16,1,3,14,0,3,16,1,0,10,-1,0,16,1,3,16,0,1,16,1,3,16,1,0,16,-1,3,16,0,3,16,-1,1,16,-1,3,16,1,3,-0.055839772824210154,0.47901269531517876,0.6339931625934667,0.18366657483337923,0.0
"Mon, 00:30",467.46065061392653,6,0.0,0.0,119.99999999999994,0,0,0,0.0,0.0,1.6,14.08,1,8,2,14,8,0,3,12,1,1,8,0,3,14,1,1,10,1,1,16,1,1,16,1,3,12,-1,2,12,-1,3,16,-1,3,16,-1,3,16,1,0,16,-1,3,16,-1,3,16,1,2,12,1,1,14,0,3,16,1,1,14,1,3,16,0,1,14,0,3,14,0,3,16,1,1,16,-1,3,16,-1,3,-0.056397080640252284,0.46746065061392655,0.0,0.177333244666711,0.0
"Mon, 00:31",394.53617079944826,6,0.0,0.0,74.99999999999997,0,0,0,0.0,0.0,0.0,13.92,0,8,2,15,8,-1,3,10,1,1,8,-1,3,16,1,1,8,1,1,16,1,1,16,1,2,10,1,3,14,1,3,16,1,3,14,-1,3,16,-1,3,16,-1,3,14,-1,3,16,-1,2,12,1,1,12,-1,3,16,-1,1,14,0,3,16,1,1,16,0,3,16,0,3,16,1,1,16,0,3,16,0,3,-0.19726808539972412,0.39453617079944825,0.0,0.0,0.0
"Mon, 00:32",339.6572168220622,6,0.0,10.48951048951049,74.99999999999997,0,1,0,0.0,0.0,0.0,13.84,0,3,4,18,8,-1,3,8,1,2,8,-1,3,16,1,1,8,1,1,16,1,2,16,1,3,8,1,3,16,1,3,16,1,3,16,-1,3,16,-1,3,16,1,3,12,-1,3,16,-1,3,12,1,2,12,-1,3,16,1,3,14,0,3,16,1,2,16,0,3,16,0,3,16,1,1,16,0,3,16,0,3,-0.1698286084110311,0.3396572168220622,0.0,0.0,0.0
"Mon, 00:33",390.56324566277806,6,43.87936087115054,6.4872376102568365,74.99999999999997,0,0,1,3.973845277869186e-12,0.0,4.2,13.84,3,7,0,15,10,-1,3,10,1,1,8,1,3,16,1,1,8,1,1,16,1,0,16,0,3,8,0,3,16,1,3,16,1,0,16,0,3,16,1,3,16,0,3,14,1,1,16,-1,3,10,0,0,12,1,1,16,0,3,12,0,3,16,0,1,14,0,3,16,0,3,16,0,1,16,0,3,16,0,3,-0.19528162283138903,0.39056324566277806,4.1685392827593,0.0,0.0
"Mon, 00:34",427.8462601298083,6,43.87936087115054,0.07865757651341171,74.99999999999997,0,0,1,3.973845277869186e-12,0.0,2.6,14.0,2,6,2,15,10,-1,3,10,1,1,10,0,3,16,1,1,8,-1,1,16,0,0,16,1,3,10,0,3,14,1,3,16,1,1,16,1,3,16,1,3,16,-1,3,16,1,1,16,0,3,10,1,0,12,-1,2,16,-1,3,14,1,3,14,0,1,16,0,3,14,0,3,16,1,2,16,0,3,16,0,3,-0.21392313006490415,0.4278462601298083,4.1685392827593,0.0,0.0
"Mon, 00:35",450.01913118268493,6,56.725454291518,7.663666213256981,74.99999999999997,0,0,1,9.967191435969197e-12,0.0,9.6,14.24,7,4,0,14,8,-1,3,10,1,0,12,-1,3,16,1,0,8,-1,1,16,0,1,16,-1,3,12,0,3,16,0,3,16,1,0,16,-1,3,16,-1,3,16,-1,1,16,1,0,16,0,3,10,1,0,12,-1,0,16,-1,3,16,1,3,12,0,1,16,0,3,16,0,3,16,1,0,16,0,3,16,0,3,-0.08900970159120652,0.45001913118268494,5.38891815769421,0.13599986400013594,0.0
"Mon, 00:36",429.0551401086743,6,31.16309668929091,8.87017891124591,74.99999999999997,0,0,1,1.5291700099713065e-12,0.0,4.2,14.24,3,4,3,15,8,-1,3,10,-1,1,14,-1,2,16,0,1,10,-1,2,16,1,0,14,0,3,14,0,3,14,1,3,16,0,3,16,0,3,16,1,3,16,1,0,16,0,1,16,0,3,10,0,1,12,-1,2,16,0,3,16,-1,3,10,1,0,16,-1,3,16,0,3,16,0,3,16,-1,3,16,0,3,-0.0358610820541585,0.42905514010867435,2.960494185482636,0.17866648800017867,0.0
"Mon, 00:37",420.045043214856,6,57.802779801171695,1.2666091460378963,74.99999999999997,0,0,1,1.0755435881633424e-11,0.0,8.600000000000001,14.56,6,1,3,15,8,-1,3,12,1,3,16,0,2,16,1,0,8,-1,3,16,0,0,16,-1,3,16,0,3,16,-1,1,16,0,3,16,0,3,16,0,3,16,1,0,14,-1,2,16,-1,3,12,0,2,12,1,0,16,-1,3,16,1,0,10,1,0,16,0,3,16,0,3,16,0,3,16,-1,3,16,-1,3,-0.210022521607428,0.420045043214856,5.491264081111311,0.0,0.0
"Mon, 00:38",407.2138676599411,6,0.0,0.0,74.99999999999997,0,0,0,0.0,0.0,3.2,14.4,2,7,2,14,10,-1,3,10,1,3,16,-1,2,16,1,1,8,-1,3,16,1,1,16,-1,3,16,0,3,16,1,1,14,1,3,16,-1,3,16,0,1,16,1,1,16,-1,3,16,-1,3,10,1,2,12,1,1,16,1,0,16,1,0,10,1,1,16,-1,3,16,0,3,14,0,3,16,0,3,16,-1,3,-0.048940421829815894,0.4072138676599411,0.0,0.15466651200015466,0.0
"Mon, 00:39",341.3207693909967,6,0.0,0.0,74.99999999999997,0,0,0,0.0,0.0,1.6,13.68,1,3,3,18,10,0,2,8,1,3,16,0,3,16,1,2,8,1,3,16,1,2,16,-1,3,14,0,3,16,1,3,12,0,3,14,0,3,16,-1,1,16,-1,3,16,-1,3,16,-1,3,8,1,3,10,1,3,16,1,1,16,1,0,8,1,3,14,-1,3,16,0,3,12,1,3,16,0,3,16,0,1,-0.17066038469549835,0.3413207693909967,0.0,0.0,0.0
"Mon, 00:40",322.9851295377928,6,0.0,0.0,74.99999999999997,0,0,0,0.0,0.0,0.0,13.28,0,4,2,19,10,0,2,8,0,3,16,0,3,16,1,1,8,-1,3,14,0,2,16,1,1,12,1,3,16,1,3,14,0,3,12,0,3,16,-1,3,16,-1,3,14,1,3,16,-1,3,10,1,3,8,1,3,16,1,1,16,-1,1,8,0,3,16,-1,3,16,0,3,10,1,3,14,0,3,14,0,3,-0.1614925647688964,0.3229851295377928,0.0,0.0,0.0
"Mon, 00:41",312.2725822257513,6,0.0,0.0,74.99999999999997,0,0,0,0.0,0.0,2.6000000000000005,13.44,2,2,2,19,10,0,2,8,1,3,16,0,3,16,1,1,8,1,3,12,1,3,16,1,3,12,0,3,16,1,3,12,0,3,14,1,0,16,-1,3,16,1,3,16,1,3,16,-1,3,8,1,3,8,0,3,16,1,1,16,1,2,8,1,3,16,-1,3,16,0,3,12,1,0,16,0,3,16,0,3,-0.15613629111287566,0.3122725822257513,0.0,0.0,0.0
"Mon, 00:42",364.0393325415817,6,85.76882657969476,4.43889934435994,74.99999999999997,0,0,1,7.591473022096897e-11,0.0,3.8000000000000003,13.36,3,2,1,19,10,0,0,10,0,3,16,0,3,16,1,1,8,1,3,14,0,3,14,1,3,10,0,3,16,1,3,10,0,3,14,1,2,16,-1,3,16,1,3,16,1,3,16,-1,3,8,0,3,10,-1,3,16,-1,1,16,1,0,8,1,3,16,-1,3,14,0,3,12,1,0,16,-1,3,16,0,3,-0.18201966627079086,0.3640393325415817,8.148038525071001,0.0,0.0
"Mon, 00:43",374.4276659751536,6,48.30770117810609,8.739315931315765,74.99999999999997,0,0,1,5.47314861291018e-12,0.0,3.2,13.36,2,6,0,17,10,1,1,8,0,1,16,0,3,16,1,0,8,1,3,12,0,3,14,1,3,10,1,3,16,-1,3,8,1,3,16,-1,1,16,-1,3,16,-1,3,16,-1,1,16,-1,3,8,0,3,12,0,3,16,-1,1,16,1,0,8,0,3,16,-1,3,16,0,3,12,0,1,16,-1,3,16,0,3,-0.013880672987403475,0.37442766597515365,4.589231611920079,0.17333316000017335,0.0
